group,class,17,42,90,256,512
ave,n01534433,0.0001245123267203,0.0001245123267203,0.0001037602722669,0.0001245123267203,0.00010376027226695443
ave,n01608432,0.0004150410890678,0.0003942890346144,0.0003942890346144,0.0003527849257076,0.00035278492570764506
ave,n01806143,4.150324762912698e-05,6.225487144369047e-05,4.150324762912698e-05,4.150324762912698e-05,4.150324762912698e-05
ave,n01820546,0.0001245123267203,0.0001245123267203,0.0001245123267203,0.0001037602722669,0.00012451232672034532
ave,n01833805,0.0001660164356271,0.0001452643811737,0.0001867684900805,0.0001452643811737,0.00018676849008051797
ave,n01855672,0.0001037538129526,0.0001037538129526,0.0001037538129526,0.0001037538129526,0.00012450457554315122
ave,n02012849,0.0001452613667019,0.0001452613667019,0.0001245097428873,0.0001452613667019,0.00016601299051650792
kitchen,n03887697,0.0003320190910977,0.0002905167047105,0.0003320190910977,0.0003112678979041,0.00031126789790412947
kitchen,n03207941,0.0003527849257076,0.0003320328712542,0.0003527849257076,0.0003320328712542,0.0002905287623474724
kitchen,n02906734,0.0003527849257076,0.000373536980161,0.0003527849257076,0.0003112808168008,0.0003942890346144268
kitchen,n04131690,0.0002075162381456,0.000186764614331,0.0002490194857747,0.0002075162381456,0.00022826786196019838
kitchen,n03775546,0.0003527629640389,0.0003527629640389,0.0003527629640389,0.0003320122014484,0.0003735137266294536
kitchen,n04553703,0.000269776707894,0.000269776707894,0.0002490246534406,0.000269776707894,0.0002697767078940815
kitchen,n03207743,0.0001452643811737,0.0001660164356271,0.0001660164356271,0.0001867684900805,0.0001452643811737362
