epoch,accuracy,loss
0,0.8211743831634521,0.6228504180908203
1,0.8051601648330688,0.7186728119850159
2,0.7925347089767456,0.7772089838981628
3,0.8069394826889038,0.7289682030677795
4,0.8220486044883728,0.6785343885421753
5,0.8072916865348816,0.6792215704917908
6,0.8038194179534912,0.726076066493988
7,0.8012152910232544,0.7565732598304749
8,0.8020833134651184,0.7481295466423035
9,0.8003472089767456,0.6933729648590088
