epoch,accuracy,loss,val_accuracy,val_loss
0,0.7229411005973816,1.0716203451156616,0.7323525547981262,1.023471474647522
1,0.7693769335746765,0.8528134822845459,0.7366473078727722,1.0051225423812866
2,0.7768828868865967,0.8154295682907104,0.7365067601203918,1.0032330751419067
3,0.7805598378181458,0.7963460683822632,0.735882043838501,1.0053613185882568
4,0.7832404971122742,0.7844331860542297,0.7349293828010559,1.0082560777664185
5,0.7852090001106262,0.7749796509742737,0.7362022399902344,1.0090789794921875
