epoch,accuracy,loss,val_accuracy,val_loss
0,0.8065099716186523,0.7019843459129333,0.789914071559906,0.7602344751358032
1,0.8047016263008118,0.698406994342804,0.7897109389305115,0.7600959539413452
2,0.8105786442756653,0.6655296087265015,0.7901874780654907,0.7613263726234436
3,0.8033453822135925,0.7232039570808411,0.7898593544960022,0.7599693536758423
4,0.8010849952697754,0.709489107131958,0.7905390858650208,0.7602187395095825
5,0.8024412393569946,0.6917393803596497,0.790359377861023,0.7589287757873535
6,0.8141952753067017,0.6615584492683411,0.7902812361717224,0.7602274417877197
7,0.800632894039154,0.6791324615478516,0.7891640663146973,0.7606960535049438
8,0.8209764957427979,0.6391335129737854,0.7903515696525574,0.7608193755149841
9,0.7997287511825562,0.7322138547897339,0.790234386920929,0.7601988911628723
