group,class,17,42,90,256,512
ave,n01534433,0.00012451232672034532,0.00012451232672034532,0.00010376027226695443,0.00012451232672034532,0.00010376027226695443
ave,n01608432,0.00041504108906781774,0.0003942890346144268,0.0003942890346144268,0.00035278492570764506,0.00035278492570764506
ave,n01806143,4.150324762912698e-05,6.225487144369047e-05,4.150324762912698e-05,4.150324762912698e-05,4.150324762912698e-05
ave,n01820546,0.00012451232672034532,0.00012451232672034532,0.00012451232672034532,0.00010376027226695443,0.00012451232672034532
ave,n01833805,0.0001660164356271271,0.0001452643811737362,0.00018676849008051797,0.0001452643811737362,0.00018676849008051797
ave,n01855672,0.00010375381295262601,0.00010375381295262601,0.00010375381295262601,0.00010375381295262601,0.00012450457554315122
ave,n02012849,0.00014526136670194443,0.00014526136670194443,0.00012450974288738095,0.00014526136670194443,0.00016601299051650792
kitchen,n03887697,0.0003320190910977381,0.00029051670471052084,0.0003320190910977381,0.00031126789790412947,0.00031126789790412947
kitchen,n03207941,0.00035278492570764506,0.0003320328712542542,0.00035278492570764506,0.0003320328712542542,0.0002905287623474724
kitchen,n02906734,0.00035278492570764506,0.00037353698016103594,0.00035278492570764506,0.00031128081680086326,0.0003942890346144268
kitchen,n04131690,0.0002075162381456349,0.0001867646143310714,0.0002490194857747619,0.0002075162381456349,0.00022826786196019838
kitchen,n03775546,0.00035276296403892845,0.00035276296403892845,0.00035276296403892845,0.0003320122014484032,0.0003735137266294536
kitchen,n04553703,0.0002697767078940815,0.0002697767078940815,0.00024902465344069064,0.0002697767078940815,0.0002697767078940815
kitchen,n03207743,0.0001452643811737362,0.0001660164356271271,0.0001660164356271271,0.00018676849008051797,0.0001452643811737362
